topicID,lang,name,typeID,layer,description,version,url
PAH1,en,Pan-American history,1,2,Study of interconnected histories across the Americas.,1,https://en.wikipedia.org/wiki/History_of_the_Americas
LAH1,en,Latin American history,1,2,Study of the history of Latin America across regions.,1,https://en.wikipedia.org/wiki/History_of_Latin_America
JEH1,en,Jewish history,1,2,Study of the history of Jewish peoples and cultures.,1,https://en.wikipedia.org/wiki/Jewish_history
CUH1,en,Cultural history,1,2,Study of how culture shapes historical change and interpretation.,1,https://en.wikipedia.org/wiki/Cultural_history
EHC1,en,Ecclesiastical history of the Catholic Church,1,2,Study of the history of the Catholic Church as an institution.,1,https://en.wikipedia.org/wiki/Ecclesiastical_history_of_the_Catholic_Church
ENH1,en,Economic history (of the world),1,2,Study of economic systems and change over time.,1,https://en.wikipedia.org/wiki/Economic_history_of_the_world
EVH1,en,Environmental history,1,2,Study of interactions between humans and environments over time.,1,https://en.wikipedia.org/wiki/Environmental_history
IEH1,en,Intellectual history,1,2,Study of the development of ideas and intellectual movements in history.,1,https://en.wikipedia.org/wiki/Intellectual_history
PHH1,en,Philosophical history,1,2,Study of philosophy through its historical development.,1,https://en.wikipedia.org/wiki/History_of_philosophy
PTH1,en,Political history,1,2,Study of political events institutions and movements over time.,1,https://en.wikipedia.org/wiki/Political_history
PUH1,en,Public history,1,2,Study of history as practiced in public settings and institutions.,1,https://en.wikipedia.org/wiki/Public_history
SCH1,en,Scientific history,1,2,Study of the historical development of science.,1,https://en.wikipedia.org/wiki/History_of_science
TEH1,en,Technological history,1,2,Study of the historical development of technology.,1,https://en.wikipedia.org/wiki/History_of_Technology
WOH1,en,World history,1,2,Study of global historical processes and connections.,1,https://en.wikipedia.org/wiki/World_history_(field)
FUT1,en,Futurology,1,2,Study of forecasting and exploring possible futures.,1,https://en.wikipedia.org/wiki/Futurology
LMA1,en,Legal management (academic discipline),1,2,Study of legal practice management and administration.,1,https://en.wikipedia.org/wiki/Legal_management_(academic_discipline)
ADW1,en,Administrative law,1,2,Study of legal rules governing public administration.,1,https://en.wikipedia.org/wiki/Administrative_law
CAW1,en,Canon law,1,2,Study of internal laws of churches and religious institutions.,1,https://en.wikipedia.org/wiki/Canon_law
COW1,en,Comparative law,1,2,Study of differences and similarities between legal systems.,1,https://en.wikipedia.org/wiki/Comparative_law
COW2,en,Constitutional law,1,2,Study of constitutional principles and structures of government.,1,https://en.wikipedia.org/wiki/Constitutional_law
COW3,en,Competition law,1,2,Study of laws that regulate market competition and antitrust policy.,1,https://en.wikipedia.org/wiki/Competition_law
CRW1,en,Criminal law,1,2,Study of laws defining crimes and their penalties.,1,https://en.wikipedia.org/wiki/Criminal_law
ISW1,en,Islamic law,1,2,Study of legal systems derived from Islamic jurisprudence.,1,https://en.wikipedia.org/wiki/Sharia
JEW1,en,Jewish law,1,2,Study of legal traditions derived from Jewish law.,1,https://en.wikipedia.org/wiki/Jewish_law
JUR1,en,Jurisprudence (Philosophy of Law),1,2,Study of legal theory and the philosophy of law.,1,https://en.wikipedia.org/wiki/Jurisprudence
CIW1,en,Civil law,1,2,Study of civil legal rights and obligations between individuals.,1,https://en.wikipedia.org/wiki/Civil_law_(common_law)
LEN1,en,Law enforcement,1,2,Study of institutions and practices that enforce laws.,1,https://en.wikipedia.org/wiki/Law_enforcement
PRW1,en,Procedural law,1,2,Study of rules and procedures governing legal processes.,1,https://en.wikipedia.org/wiki/Procedural_law
SUW1,en,Substantive law,1,2,Study of laws that define rights duties and legal relationships.,1,https://en.wikipedia.org/wiki/Substantive_law
AES1,en,Aesthetics / Philosophy of art,1,2,Study of beauty art and aesthetic experience.,1,https://en.wikipedia.org/wiki/Aesthetics
APP1,en,Applied philosophy,1,2,Study of applying philosophical methods to specific domains.,1,https://en.wikipedia.org/wiki/Applied_philosophy
EPI1,en,Epistemology,1,2,Study of knowledge its sources and limits.,1,https://en.wikipedia.org/wiki/Epistemology
AET1,en,Applied ethics,1,2,Study of ethical issues in practical contexts.,1,https://en.wikipedia.org/wiki/Applied_ethics
MET1,en,Meta-ethics,1,2,Study of the nature and meaning of moral concepts.,1,https://en.wikipedia.org/wiki/Meta-ethics
MOY1,en,"Moral psychology, Descriptive ethics, Value theory",1,2,Study of moral psychology descriptive ethics and value theory.,1,https://en.wikipedia.org/wiki/Moral_psychology
NET1,en,Normative ethics,1,2,Study of principles for determining right and wrong action.,1,https://en.wikipedia.org/wiki/Normative_ethics
MPS1,en,Meta-philosophy,1,2,Study of the nature methods and aims of philosophy.,1,https://en.wikipedia.org/wiki/Meta-philosophy
MPH1,en,Metaphysics,1,2,Study of fundamental nature of reality and being.,1,https://en.wikipedia.org/wiki/Metaphysics
PTS1,en,Philosophical traditions and schools,1,2,Study of major philosophical schools and traditions.,1,https://en.wikipedia.org/wiki/Philosophical_movement
HOP1,en,History of philosophy,1,2,Study of philosophical development over time.,1,https://en.wikipedia.org/wiki/History_of_philosophy
HOR1,en,History of Religion,1,2,Study of religions through historical development.,1,https://en.wikipedia.org/wiki/History_of_Religion
AOR1,en,Anthropology of Religion,1,2,Study of religion through anthropological approaches.,1,https://en.wikipedia.org/wiki/Anthropology_of_religion
SOR1,en,Sociology of Religion,1,2,Study of religion as a social phenomenon.,1,https://en.wikipedia.org/wiki/Sociology_of_Religion
POR1,en,Psychology of Religion,1,2,Study of religious experience and behavior from psychology.,1,https://en.wikipedia.org/wiki/Psychology_of_Religion
POR2,en,Phenomenology of Religion,1,2,Study of religious phenomena as experienced and described.,1,https://en.wikipedia.org/wiki/Phenomenology_of_Religion
POR3,en,Philosophy of Religion,1,2,Study of philosophical questions about religion.,1,https://en.wikipedia.org/wiki/Philosophy_of_Religion
COR1,en,Comparative religion,1,2,Study of religions by comparing beliefs practices and texts.,1,https://en.wikipedia.org/wiki/Comparative_religion
MAF1,en,Mythology and Folklore,1,2,Study of myths folklore and traditional narratives.,1,https://en.wikipedia.org/wiki/Mythology
TEI1,en,Theism,1,2,Study of belief in deities and theological arguments.,1,https://en.wikipedia.org/wiki/Theism
DIV1,en,Divinity,1,2,Study of theological training and religious practice.,1,https://en.wikipedia.org/wiki/Divinity_(academic_discipline)
REL1,en,Religion,1,2,Study of religious beliefs practices and institutions in general.,1,https://en.wikipedia.org/wiki/Religion
TEO1,en,Theology,1,2,Study of theological doctrines across religions.,1,https://en.wikipedia.org/wiki/Outline_of_theology
COS1,en,Comics studies,1,2,Study of comics as literary and visual narratives.,1,https://en.wikipedia.org/wiki/Comics_studies
CSS1,en,Classics,1,2,Study of classical literature and ancient texts.,1,https://en.wikipedia.org/wiki/Classics
CLI1,en,Comparative literature,1,2,Study of literature across cultures and languages.,1,https://en.wikipedia.org/wiki/Comparative_literature
CWR1,en,Creative writing,1,2,Study of writing original literary works.,1,https://en.wikipedia.org/wiki/Creative_writing
ENS1,en,English studies,1,2,Study of English language and literary traditions.,1,https://en.wikipedia.org/wiki/English_studies
ELI1,en,English literature,1,2,Study of literature written in English.,1,https://en.wikipedia.org/wiki/English_literature
HOL1,en,History of literature,1,2,Study of literature through its historical development.,1,https://en.wikipedia.org/wiki/History_of_literature
LGE1,en,Literary genre,1,2,Study of categories and conventions of literary genres.,1,https://en.wikipedia.org/wiki/Literary_genre
LIT2,en,Literary theory,1,2,Study of theoretical approaches to interpreting literature.,1,https://en.wikipedia.org/wiki/Literary_theory
WLI1,en,World literature,1,2,Study of literature across cultures and regions.,1,https://en.wikipedia.org/wiki/World_literature
LAN1,en,Languages,1,2,Study of human languages and language families.,1,https://en.wikipedia.org/wiki/Language
ALI1,en,Applied linguistics,1,2,Study of applying linguistic knowledge to real world problems.,1,https://en.wikipedia.org/wiki/Applied_linguistics
COS2,en,Composition studies,1,2,Study of writing processes and composition pedagogy.,1,https://en.wikipedia.org/wiki/Composition_studies
CLI2,en,Computational linguistics,1,2,Study of language using computational methods.,1,https://en.wikipedia.org/wiki/Computational_linguistics
DAN2,en,Discourse analysis,1,2,Study of language use in social and cultural contexts.,1,https://en.wikipedia.org/wiki/Discourse_analysis
ETY1,en,Etymology,1,2,Study of the origins and historical development of words.,1,https://en.wikipedia.org/wiki/Etymology
GRM1,en,Grammar,1,2,Study of rules and structures of language.,1,https://en.wikipedia.org/wiki/Grammar
GRM2,en,Grammatology,1,2,Study of writing systems and the science of writing.,1,https://en.wikipedia.org/wiki/Grammatology
HLI1,en,Historical linguistics,1,2,Study of language change over time.,1,https://en.wikipedia.org/wiki/Historical_linguistics
HOL2,en,History of linguistics,1,2,Study of the historical development of linguistics as a field.,1,https://en.wikipedia.org/wiki/History_of_linguistics
ILI1,en,Interlinguistics,1,2,Study of international auxiliary languages and language planning.,1,https://en.wikipedia.org/wiki/Interlinguistics
LEX1,en,Lexicology,1,2,Study of words and vocabulary structure.,1,https://en.wikipedia.org/wiki/Lexicology
LTY1,en,Linguistic typology,1,2,Study of structural patterns across languages.,1,https://en.wikipedia.org/wiki/Linguistic_typology
MOR1,en,Morphology,1,2,Study of the structure and formation of words.,1,https://en.wikipedia.org/wiki/Morphology_(linguistics)
NLP1,en,Natural language processing,1,2,Study of computational processing of human language.,1,https://en.wikipedia.org/wiki/Natural_language_processing
POL1,en,Philosophy of language,1,2,Study of meaning reference and language in philosophy.,1,https://en.wikipedia.org/wiki/Philosophy_of_language
POL2,en,Philosophy of linguistics,1,2,Study of philosophical foundations of linguistics.,1,https://en.wikipedia.org/wiki/Philosophy_of_linguistics
LIP1,en,Linguistic philosophy,1,2,Study of philosophical analysis of language.,1,https://en.wikipedia.org/wiki/Linguistic_philosophy
PHI2,en,Philology,1,2,Study of historical texts and language through manuscripts.,1,https://en.wikipedia.org/wiki/Philology
PNE1,en,Phonetics,1,2,Study of speech sounds and their physical properties.,1,https://en.wikipedia.org/wiki/Phonetics
PNO1,en,Phonology,1,2,Study of sound systems and patterns in language.,1,https://en.wikipedia.org/wiki/Phonology
PRA1,en,Pragmatics,1,2,Study of language meaning in context and use.,1,https://en.wikipedia.org/wiki/Pragmatics
PYL2,en,Psycholinguistics,1,2,Study of psychological processes involved in language.,1,https://en.wikipedia.org/wiki/Psycholinguistics
RHE1,en,Rhetoric,1,2,Study of persuasive language and communication.,1,https://en.wikipedia.org/wiki/Rhetoric
SEM1,en,Semantics,1,2,Study of meaning in language and symbols.,1,https://en.wikipedia.org/wiki/Semantics
SEM2,en,Semiotics,1,2,Study of signs symbols and meaning making.,1,https://en.wikipedia.org/wiki/Semiotics
SCL1,en,Sociolinguistics,1,2,Study of language variation and social context.,1,https://en.wikipedia.org/wiki/Sociolinguistics
SYN1,en,Syntax,1,2,Study of sentence structure and grammatical rules.,1,https://en.wikipedia.org/wiki/Syntax
TEC1,en,Terminology science,1,2,Study of specialized vocabularies and term systems.,1,https://en.wikipedia.org/wiki/Terminology_science
USA1,en,Usage,1,2,Study of language usage patterns and norms.,1,https://en.wikipedia.org/wiki/Usage
WUS1,en,Word usage,1,2,Study of how words are used in context and style.,1,https://en.wikipedia.org/wiki/Word_usage
JOU1,en,Journalism,1,2,Study of news gathering reporting and ethics.,1,https://en.wikipedia.org/wiki/Journalism
MES1,en,Media studies (Mass media),1,2,Study of mass media and their social effects.,1,https://en.wikipedia.org/wiki/Media_studies
NAR1,en,Narratology,1,2,Study of narrative structure and storytelling across media.,1,https://en.wikipedia.org/wiki/Narratology
CMS1,en,Communication studies,1,2,Study of communication processes theories and effects.,1,https://en.wikipedia.org/wiki/Communication_studies
PSG1,en,Physical geography (is also listed in Earth Science),1,2,Study of physical processes and features of the Earth.,1,https://en.wikipedia.org/wiki/Physical_geography
HUG1,en,Human geography,1,2,Study of human activities and their spatial patterns.,1,https://en.wikipedia.org/wiki/Human_geography
IEG1,en,Integrated geography,1,2,Study of geography integrating physical and human systems.,1,https://en.wikipedia.org/wiki/Integrated_geography
CRT1,en,Cartography,1,2,Study of mapmaking and spatial representation.,1,https://en.wikipedia.org/wiki/Cartography
NAV1,en,Navigation,1,2,Study of methods for determining position and route.,1,https://en.wikipedia.org/wiki/Navigation
REG1,en,Regional geography,1,2,Study of regions and their unique geographic characteristics.,1,https://en.wikipedia.org/wiki/Regional_geography
ABY1,en,Abnormal psychology,1,2,Study of atypical behaviors and mental disorders.,1,https://en.wikipedia.org/wiki/Abnormal_psychology
APY1,en,Applied psychology,1,2,Study of applying psychological knowledge to practical problems.,1,https://en.wikipedia.org/wiki/Applied_psychology
BLY1,en,Biological psychology,1,2,Study of biological bases of behavior and cognition.,1,https://en.wikipedia.org/wiki/Biological_psychology
CNR1,en,Clinical neuropsychology,1,2,Study of brain behavior relationships in clinical settings.,1,https://en.wikipedia.org/wiki/Clinical_neuropsychology
CLY1,en,Clinical psychology,1,2,Study of assessment and treatment of mental disorders.,1,https://en.wikipedia.org/wiki/Clinical_psychology
CGY1,en,Cognitive psychology,1,2,Study of cognition perception memory and thinking.,1,https://en.wikipedia.org/wiki/Cognitive_psychology
CMY1,en,Community psychology,1,2,Study of community well being and social systems.,1,https://en.wikipedia.org/wiki/Community_psychology
COY1,en,Comparative psychology,1,2,Study of animal behavior and cognition across species.,1,https://en.wikipedia.org/wiki/Comparative_psychology
CVY1,en,Conservation psychology,1,2,Study of human behavior in relation to environmental conservation.,1,https://en.wikipedia.org/wiki/Conservation_psychology
CSY1,en,Consumer psychology,1,2,Study of consumer behavior and decision making.,1,https://en.wikipedia.org/wiki/Consumer_psychology
COY2,en,Counseling psychology,1,2,Study of counseling practices and psychological support.,1,https://en.wikipedia.org/wiki/Counseling_psychology
CRY1,en,Criminal psychology,1,2,Study of psychological aspects of crime and offenders.,1,https://en.wikipedia.org/wiki/Criminal_psychology
CUY1,en,Cultural psychology,1,2,Study of how culture shapes psychological processes.,1,https://en.wikipedia.org/wiki/Cultural_psychology
DEY1,en,Developmental psychology,1,2,Study of psychological development across the lifespan.,1,https://en.wikipedia.org/wiki/Developmental_psychology
DIY1,en,Differential psychology,1,2,Study of individual differences in behavior and cognition.,1,https://en.wikipedia.org/wiki/Differential_psychology
ECY1,en,Ecological psychology,1,2,Study of perception and behavior in real environments.,1,https://en.wikipedia.org/wiki/Ecological_psychology
EVY1,en,Environmental psychology,1,2,Study of interactions between people and environments.,1,https://en.wikipedia.org/wiki/Environmental_psychology
EVY2,en,Evolutionary psychology,1,2,Study of psychological traits shaped by evolution.,1,https://en.wikipedia.org/wiki/Evolutionary_psychology
EXY1,en,Experimental psychology,1,2,Study of psychology using controlled experiments.,1,https://en.wikipedia.org/wiki/Experimental_psychology
GRY1,en,Group psychology,1,2,Study of behavior and dynamics in groups.,1,https://en.wikipedia.org/wiki/Group_dynamics
FAY1,en,Family psychology,1,2,Study of family relationships and dynamics.,1,https://en.wikipedia.org/wiki/Journal_of_Family_Psychology
FEY1,en,Feminine psychology,1,2,Study of psychological issues related to women and femininity.,1,https://en.wikipedia.org/wiki/Feminine_psychology
FDY1,en,Forensic developmental psychology,1,2,Study of developmental psychology in legal contexts.,1,https://en.wikipedia.org/wiki/Forensic_developmental_psychology
FOY1,en,Forensic psychology,1,2,Study of psychology applied to legal and criminal issues.,1,https://en.wikipedia.org/wiki/Forensic_psychology
HEY1,en,Health psychology,1,2,Study of psychological factors in health and illness.,1,https://en.wikipedia.org/wiki/Health_psychology
HUY1,en,Humanistic psychology,1,2,Study of humanistic approaches emphasizing meaning and growth.,1,https://en.wikipedia.org/wiki/Humanistic_psychology
INY1,en,Indigenous psychology,1,2,Study of psychology grounded in indigenous cultural contexts.,1,https://en.wikipedia.org/wiki/Indigenous_psychology
LEY1,en,Legal psychology,1,2,Study of psychological aspects of legal processes.,1,https://en.wikipedia.org/wiki/Legal_psychology
MAY1,en,Mathematical psychology,1,2,Study of psychological phenomena using mathematical models.,1,https://en.wikipedia.org/wiki/Mathematical_psychology
MEY1,en,Media psychology,1,2,Study of psychological effects of media and communication.,1,https://en.wikipedia.org/wiki/Media_psychology
MEY2,en,Medical psychology,1,2,Study of psychological factors in medical settings.,1,https://en.wikipedia.org/wiki/Medical_psychology
MIY1,en,Military psychology,1,2,Study of psychological aspects of military service and combat.,1,https://en.wikipedia.org/wiki/Military_psychology
MYD1,en,Moral psychology and Descriptive ethics,1,2,Study of moral reasoning and descriptive ethics.,1,https://en.wikipedia.org/wiki/Moral_psychology
MIY2,en,Music psychology,1,2,Study of psychological responses to music.,1,https://en.wikipedia.org/wiki/Music_psychology
NRP1,en,Neuropsychology,1,2,Study of brain based mechanisms of behavior.,1,https://en.wikipedia.org/wiki/Neuropsychology
OHY1,en,Occupational health psychology,1,2,Study of psychological health in the workplace.,1,https://en.wikipedia.org/wiki/Occupational_health_psychology
OCY1,en,Occupational psychology,1,2,Study of behavior and performance at work.,1,https://en.wikipedia.org/wiki/Occupational_psychology
OGY1,en,"Organizational psychology (a.k.a., Industrial Psychology)",1,2,Study of psychology within organizations and workplaces.,1,https://en.wikipedia.org/wiki/Industrial_and_organizational_psychology
PPS1,en,Parapsychology,1,2,Study of purported paranormal psychological phenomena.,1,https://en.wikipedia.org/wiki/Parapsychology
PEY1,en,Pediatric psychology,1,2,Study of psychological issues in children and adolescents.,1,https://en.wikipedia.org/wiki/Pediatric_psychology
PED1,en,Pedology (children study),1,2,Study of child development and behavior.,1,https://en.wikipedia.org/wiki/Pedology_(children_study)
PEY2,en,Personality psychology,1,2,Study of personality traits and individual differences.,1,https://en.wikipedia.org/wiki/Personality_psychology
PHE1,en,Phenomenology (psychology),1,2,Study of subjective experience and conscious phenomena.,1,https://en.wikipedia.org/wiki/Phenomenology_(psychology)
PTY1,en,Political psychology,1,2,Study of psychological influences on political behavior.,1,https://en.wikipedia.org/wiki/Political_psychology
POY1,en,Positive psychology,1,2,Study of well being strengths and flourishing.,1,https://en.wikipedia.org/wiki/Positive_psychology
PSO1,en,Problem solving,1,2,Study of cognitive processes involved in solving problems.,1,https://en.wikipedia.org/wiki/Problem_solving
PYA1,en,Psychoanalysis,1,2,Study of psychoanalytic theory and therapy methods.,1,https://en.wikipedia.org/wiki/Psychoanalysis
PYB1,en,Psychobiology,1,2,Study of biological bases of behavior.,1,https://en.wikipedia.org/wiki/Psychobiology
POR4,en,Psychology of religion,1,2,Study of religious experience from psychology.,1,https://en.wikipedia.org/wiki/Psychology_of_religion
PYM1,en,Psychometrics,1,2,Study of psychological measurement and testing.,1,https://en.wikipedia.org/wiki/Psychometrics
PYP1,en,Psychopathology,1,2,Study of mental disorders and maladaptive behavior.,1,https://en.wikipedia.org/wiki/Psychopathology
PYP2,en,Psychophysics,1,2,Study of relationships between physical stimuli and perception.,1,https://en.wikipedia.org/wiki/Psychophysics
QUY1,en,Quantitative psychology,1,2,Study of psychological data using quantitative methods.,1,https://en.wikipedia.org/wiki/Quantitative_psychology
REY1,en,Rehabilitation psychology,1,2,Study of psychological rehabilitation and adjustment after injury.,1,https://en.wikipedia.org/wiki/Rehabilitation_Psychology_(journal)
SCY1,en,School psychology,1,2,Study of psychology in educational settings and student support.,1,https://en.wikipedia.org/wiki/School_psychology
SPY1,en,Sport psychology,1,2,Study of psychological factors in sport performance.,1,https://en.wikipedia.org/wiki/Sport_psychology
TRY1,en,Traffic psychology,1,2,Study of psychological factors in traffic behavior and safety.,1,https://en.wikipedia.org/wiki/Traffic_psychology
TRY2,en,Transpersonal psychology,1,2,Study of psychological experiences beyond the individual self.,1,https://en.wikipedia.org/wiki/Transpersonal_psychology
TRY3,en,Travel psychology,1,2,Study of psychological aspects of travel and mobility.,1,
EDU1,en,Education,1,2,Study of teaching learning and educational systems.,1,https://en.wikipedia.org/wiki/Education
